TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Delta average,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Theta average,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Alpha average,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Beta average,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Gamma average,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,left/right brain coherence,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-07-30 14:39:48,1.504571332,1.36466776,1.52780074,1.063254982,1.365073704,1.015316264,-0.02514606601,0.8472373063,0.7538392368,0.6478116853,1.140335739,0.5241547019,0.6081256056,0.846867167,0.7798708033,0.7053795594,-0.06273515529,0.06248326941,1.410988099,0.529028943,0.3493649221,-0.3036973086,-0.7285595029,0.8131109149,0.03255475639,782.4908425,809.8901099,808.2783883,806.2637363,,741.7948718,0.256348,-0.018616,0.983948,4.957123,-0.859833,-12.030182,1,1,1,1,1,10,
2021-07-30 14:39:49,1.504571332,1.279706208,1.717402328,1.063254982,1.391233713,1.015316264,0.5985516399,0.9595354369,0.7538392368,0.8318106444,1.140335739,0.495107288,0.6030353708,0.846867167,0.7713363912,0.7053795594,0.07474706658,-0.04713050171,1.410988099,0.5359960557,0.3493649221,-0.2949634505,-0.4438208614,0.8131109149,0.1059228813,884.8351648,854.2124542,786.5201465,845.3479853,,722.0512821,0.354309,0.09375,0.976868,9.488068,-15.880737,-46.176758,1,1,1,1,1,10,
2021-07-30 14:39:50,1.504571332,1.903757406,1.307775042,1.063254982,1.444839691,1.015316264,0.6441380363,1.035932212,0.7538392368,0.8623064374,1.140335739,0.1843957772,0.4643547954,0.846867167,0.6589883696,0.7053795594,0.009686079764,-0.105477395,1.410988099,0.5051440857,0.3493649221,-0.2246450391,-0.4584910516,0.8131109149,0.1198349366,815.9340659,811.0989011,808.6813187,821.5750916,,738.974359,0.139893,0.106995,0.996338,3.858032,1.360779,-0.029907,1,2,1,1,2,10,
2021-07-30 14:39:51,1.504571332,1.789264143,0.8935604696,1.281739918,1.367283966,1.015316264,0.7131818874,0.4952709193,0.854469983,0.7695597634,1.140335739,0.1603819373,0.1616603035,0.814136246,0.5691285564,0.7053795594,0.01223284138,-0.1804728381,0.8041877917,0.3353318386,0.3493649221,-0.2877993859,-0.4432853052,0.5949491625,0.05330734838,792.1611722,815.1282051,807.0695971,821.978022,,1074.212454,0.132141,0.105835,0.987549,3.349609,-0.523376,2.31781,1,1,1,1,1,10,
2021-07-30 14:39:52,1.504571332,0.4669102943,1.024875787,1.500212057,1.124142367,1.015316264,0.2782689016,0.4666955456,1.232172963,0.7481134185,1.140335739,0.03107967313,0.4981589497,1.14944558,0.7047549855,0.7053795594,-0.1731239943,-0.05454981553,0.7455533421,0.3058147729,0.3493649221,-0.404869582,-0.6246849597,0.5901786792,-0.0225027351,840.1098901,781.2820513,796.1904762,832.4542125,,720.4395604,0.103088,0.122498,1.066467,6.183319,-1.226196,4.560852,1,1,1,1,1,10,
2021-07-30 14:39:53,1.735523935,0.6441368743,0.8507619287,1.674533902,1.22623916,1.479425528,0.4468235008,0.4174838541,0.9264507285,0.8175459029,1.019030886,0.3833694623,0.525274706,0.956701062,0.7210940291,0.6483851372,-0.09463802321,0.02043095091,0.742226044,0.3291010272,0.5375294055,-0.5866877387,-0.4038349306,0.4442207207,-0.002193135767,909.4139194,824.7985348,765.970696,829.2307692,,755.8974359,0.472656,0.044006,0.82373,-16.725616,3.603821,-14.908752,1,1,1,1,1,10,
2021-07-30 14:39:54,1.735523935,1.600817752,1.577395012,1.836329277,1.687516494,1.479425528,0.7136198901,1.345941856,0.8076447109,1.086657996,1.019030886,0.3930115543,0.959424977,0.6968329131,0.7670750827,0.6483851372,-0.1619013731,0.2125972326,0.7765361865,0.3689042958,0.5375294055,-0.5238027171,-0.2248138842,0.4396658738,0.05714466952,809.4871795,798.6080586,780.4761905,803.8461538,,850.1831502,0.290283,-0.134338,0.944885,-2.549591,-4.80011,-13.854523,1,1,1,1,1,10,
2021-07-30 14:39:55,1.735523935,1.877909917,1.912708971,1.364126552,1.722567344,1.479425528,0.4103436237,0.8763989465,0.4395218342,0.8014224832,1.019030886,0.4589755123,0.7011339386,0.664269496,0.7108524583,0.6483851372,-0.08075610146,0.1355971155,0.7370139409,0.360060023,0.5375294055,-0.346237413,-0.2997045459,0.5360004211,0.1068969669,789.3406593,788.5347985,771.6117216,740.5860806,0.0361013855,741.7948718,0.30957,0.091675,1.023682,9.592743,4.740295,34.296112,1,1,1,1,1,10,
2021-07-30 14:39:56,1.735523935,1.276356983,1.70662963,1.364126552,1.520659275,1.479425528,0.8505287941,0.9396123236,0.4395218342,0.92727212,1.019030886,0.5175959672,0.7593257847,0.664269496,0.7400555336,0.6483851372,-0.02110871614,0.05511727995,0.7370139409,0.3548519105,0.5375294055,-0.5544283491,-0.2221219837,0.5360004211,0.07424487347,797.8021978,799.8168498,810.6959707,821.978022,0.02731871745,701.9047619,0.295349,0.174744,0.921326,17.376099,4.42627,44.972992,1,1,1,1,1,10,
2021-07-30 14:39:57,1.735523935,1.04219679,1.527967105,1.219759303,1.381361783,1.479425528,0.7150426172,1.048427082,1.059944097,1.075709831,1.019030886,0.5279808206,0.8651805727,0.8596102319,0.8179506279,0.6483851372,-0.05226376714,-0.0003695144001,1.151145784,0.4367244099,0.5375294055,-0.4901910348,-0.1256744264,0.6895514424,0.1528038467,809.0842491,784.1025641,811.5018315,755.0915751,0.04789616369,756.3003663,0.288574,-0.191833,0.962708,-3.035583,-13.480682,0.620575,1,1,1,1,1,10,
2021-07-30 14:39:58,1.735523935,1.201623418,1.587683016,1.392197153,1.479256881,1.479425528,0.4851043611,1.227334453,1.041890712,1.058438764,1.019030886,0.4083370626,0.9099143329,1.150375986,0.871914567,0.6483851372,-0.04421545351,0.07087312727,1.23322237,0.4770662953,0.5375294055,-0.363936486,-0.357794996,0.8818149367,0.1744032151,740.989011,812.7106227,929.96337,805.0549451,-0.1211343763,781.6849817,0.216248,0.080994,1.01239,49.47403,36.262512,-49.526367,1,1,1,1,1,10,
2021-07-30 14:39:59,1.735523935,1.115919731,1.472422159,1.238073797,1.390484906,1.479425528,0.8497715176,1.177279025,0.5903898909,1.02421649,1.019030886,0.5199599983,0.5619094583,1.048330718,0.7873077652,0.6483851372,-0.01021070235,0.07365020582,1.142029819,0.463463615,0.5375294055,-0.2690721969,-0.5948939889,1.059126519,0.1831724347,621.7216117,804.6520147,755.8974359,591.9047619,0.009731215837,886.043956,0.163208,-0.016663,0.980225,26.580048,18.33313,-32.060547,1,1,1,1,1,10,
2021-07-30 14:40:00,1.735523935,1.075609349,1.477490763,1.230358094,1.379745535,1.479425528,0.7347347451,1.162591973,0.5642285137,0.98524519,1.019030886,0.5532941763,0.4699373483,1.028986362,0.7678121932,0.6483851372,-0.1189977742,0.1052151528,1.132117906,0.4416801053,0.5375294055,-0.3482313915,-0.579706704,1.061979503,0.1678927033,819.96337,801.8315018,774.8351648,819.5604396,0.01416111426,722.4542125,0.186096,0.019897,1.006287,-0.829926,-1.577606,9.144135,1,1,1,1,1,10,
2021-07-30 14:40:01,1.735523935,0.808066125,1.779082647,1.230358094,1.3882577,1.479425528,0.362984669,0.7443773977,0.5642285137,0.7877540272,1.019030886,0.2249913266,0.3405297542,1.028986362,0.6533845822,0.6483851372,-0.1189402613,-0.05212860665,1.132117906,0.4023585437,0.5375294055,-0.3360535822,-0.5526697516,1.061979503,0.1776963937,885.2380952,801.025641,790.952381,858.6446886,0.01637422236,709.1575092,0.202576,0.008118,1.001282,4.590759,0.72525,-3.74588,1,2,1,1,2,10,
2021-07-30 14:40:02,1.74813749,1.249444348,1.856665766,1.339710353,1.548489489,0.6112595948,0.6779379251,0.9968443069,0.398426004,0.6711169577,0.5614811616,0.07996564766,0.7378000113,0.3659393545,0.4362965437,0.4361483247,-0.1705092174,0.2119507029,0.8746101539,0.338049991,0.4277176602,-0.5364406996,-0.1794391465,0.9505451701,0.165595746,735.7509158,790.952381,849.7802198,773.6263736,0.01677458191,785.7142857,-0.107727,0.050781,0.971924,-0.70282,-19.7612,-6.871185,1,1,1,1,1,10,
2021-07-30 14:40:03,1.74813749,1.314287624,1.902340077,1.056243579,1.505252192,0.6112595948,0.6772503019,1.047087056,0.6595820791,0.7487947581,0.5614811616,0.1219051411,0.7466123244,0.8925315774,0.5806325511,0.4361483247,0.04586271627,0.3278764285,0.9942973039,0.4510461933,0.4277176602,-0.2074479878,0.0756052785,0.8950400574,0.2977287521,816.3369963,808.2783883,787.7289377,798.6080586,0.01649826577,961.7948718,0.074158,0.09082,1.014282,6.437531,-0.328979,12.568512,1,1,1,1,1,10,
2021-07-30 14:40:04,1.74813749,0.6394769445,0.7556148072,0.7809203894,0.9810374077,0.6112595948,-0.1034299857,0.4315782099,0.4210341649,0.340110496,0.5614811616,-0.03039759039,0.544891239,0.9406476474,0.5041556144,0.4361483247,-0.04250820195,-0.07338464227,0.9079562051,0.3070529214,0.4277176602,-0.4085793095,-0.3100100051,0.7550749761,0.1160508304,753.4798535,799.4139194,794.1758242,776.043956,0.0407218912,770.8058608,0.064575,0.105652,1.003296,6.616974,-1.906586,19.626617,1,1,1,1,1,10,
2021-07-30 14:40:05,1.74813749,0.771720791,0.8019261234,1.039244877,1.09025732,0.6112595948,0.3705588689,0.2539286156,0.5846687969,0.4551039691,0.5614811616,0.3268564484,0.4133471999,0.5077161217,0.4523502329,0.4361483247,-0.1276365308,-0.09999592793,0.7817504268,0.2475665732,0.4277176602,-0.3908050849,-0.5712201702,0.5715933519,0.009321439226,725.2747253,791.3553114,790.5494505,759.1208791,0.04621945272,680.5494505,0.06073,0.322021,0.954956,11.888123,-9.607697,-23.933258,1,1,1,1,1,10,
2021-07-30 14:40:06,1.74813749,0.9857055205,1.192362754,1.440054103,1.341564967,0.6112595948,0.6665049745,0.7370026496,0.9197594041,0.7336316558,0.5614811616,0.3963480305,0.5385736501,0.4651784632,0.4903953263,0.4361483247,-0.07555826624,0.08978437009,0.9018928697,0.3380668246,0.4277176602,-0.3421980751,-0.2958105046,0.5673384012,0.08926187042,760.7326007,793.3699634,778.0586081,785.3113553,-0.03770079822,707.5457875,-0.003052,0.259216,0.985657,3.267365,-1.293488,-2.938385,1,1,1,1,1,10,
2021-07-30 14:40:07,1.74813749,1.297496412,1.113203395,1.22272016,1.345389364,0.6112595948,0.4272347545,0.8478496054,1.130733618,0.7542693932,0.5614811616,-0.06597582425,0.6295966535,1.19069582,0.5789494527,0.4361483247,0.05984771431,0.1860565353,1.196938492,0.4697477664,0.4277176602,-0.295741136,-0.1043455893,0.9721516362,0.2499456428,805.0549451,796.1904762,797.3992674,806.6666667,-0.03695741028,799.4139194,0.074158,0.134094,0.969604,0.007477,-1.61499,0.807495,1,1,1,1,1,10,
2021-07-30 14:40:08,1.74813749,1.579865835,1.217983692,1.549801827,1.523947211,0.6112595948,0.589815297,0.9107401659,0.6727934512,0.6961521272,0.5614811616,0.1254470876,0.4995334177,0.7545654707,0.4852567844,0.4361483247,0.1052920482,0.2704202357,1.033338566,0.4612997936,0.4277176602,-0.1764176593,-0.07590075905,0.9532326966,0.2821579846,832.4542125,810.6959707,767.1794872,807.4725275,-0.07641967844,667.6556777,0.084167,0.39624,1.024597,9.906769,11.94046,0.777588,1,1,1,1,1,10,
2021-07-30 14:40:09,1.74813749,1.458976486,2.11571497,1.362107052,1.671233999,0.6112595948,0.4882153803,1.429752836,0.7216944326,0.812730561,0.5614811616,0.3923572103,0.6725360501,1.148023676,0.6935995244,0.4361483247,0.006259957269,0.01109627013,0.9750208889,0.3571313603,0.4277176602,-0.3094963182,-0.2150162407,0.8456875589,0.1872231651,778.0586081,807.0695971,785.3113553,802.6373626,-0.0828741407,771.6117216,0.029175,0.206665,0.982544,6.923523,-3.902893,62.752838,1,1,1,1,1,10,
2021-07-30 14:40:10,1.74813749,1.26783583,1.577502553,0.9424781482,1.383988505,0.6112595948,0.5325764552,1.044649706,0.8165147497,0.7512501264,0.5614811616,0.3824905776,0.6916074669,0.8664666398,0.6255114615,0.4361483247,-0.02275926989,-0.0102006881,0.9723972098,0.3438963941,0.4277176602,-0.2221071396,-0.1655238218,0.8131568133,0.213310878,824.7985348,799.010989,800.6227106,811.0989011,-0.08582737553,778.8644689,0.417664,0.158264,0.90448,-24.404297,-20.621033,-143.756561,1,1,1,1,1,10,
2021-07-30 14:40:11,1.74813749,0.9856681118,0.967041624,1.070800925,1.192912038,0.6112595948,0.6343908983,0.7242578538,1.140429776,0.7775845306,0.5614811616,0.2458526016,0.6813299323,0.8764906042,0.5912885749,0.4361483247,-0.02651818152,-0.07046849065,1.038329551,0.3443728009,0.4277176602,-0.2443322929,-0.2527119634,0.9884149886,0.2297720981,788.1318681,788.9377289,799.010989,798.2051282,-0.08396761482,728.0952381,0.18512,0.197144,0.909973,3.775787,2.220612,-28.209991,1,1,1,1,1,10,
2021-07-30 14:40:12,1.74813749,0.8659808443,0.8762740951,1.034476668,1.131217274,0.6112595948,0.7489117219,0.6800697003,0.9762622994,0.7541258291,0.5614811616,0.1886952005,0.8699710894,0.8867488592,0.6267240777,0.4361483247,-0.1893272859,-0.04609119094,1.076891196,0.3194052611,0.4277176602,-0.4672557124,-0.3303573208,1.016729014,0.1617084102,832.4542125,782.0879121,794.981685,812.3076923,-0.06843170967,646.7032967,0.09198,0.237,0.946228,-5.33844,-7.521667,-50.954437,1,1,1,1,1,10,
2021-07-30 14:40:13,1.74813749,1.315599453,1.408293807,1.27069847,1.435682305,0.6112595948,0.4772318026,0.8972749473,0.8468683052,0.7081586625,0.5614811616,0.1326133077,0.718091978,1.067372498,0.6198897363,0.4361483247,-0.2533184892,-0.1156203006,1.067338513,0.283637012,0.4277176602,-0.6016064098,-0.3301718184,0.8507822814,0.08668042833,785.3113553,796.5934066,796.996337,818.7545788,-0.06485899445,781.6849817,0.07782,0.318542,0.953918,-7.402039,-12.329254,-16.299438,1,1,1,1,1,10,
2021-07-30 14:40:14,1.74813749,1.512974033,1.518319029,1.297414548,1.519211275,0.6112595948,0.5316605125,1.058389622,0.9390114937,0.7850803058,0.5614811616,0.504849625,1.065447472,1.274104049,0.8514705771,0.4361483247,-0.1451917847,-0.09378585527,1.122572479,0.3299357909,0.4277176602,-0.5003631195,-0.3838016939,1.069082838,0.1531589211,754.6886447,788.1318681,721.6483516,800.6227106,-0.02912860907,823.992674,0.855591,0.229797,0.486023,7.768402,-39.567261,-1.338348,1,1,1,1,1,10,
2021-07-30 14:40:15,1.74813749,1.158074055,1.594267413,1.022693742,1.380793175,0.6112595948,0.1369155683,0.9827088325,0.7303461619,0.6153075394,0.5614811616,0.5197988753,1.436308303,1.098342266,0.9039826515,0.4361483247,-0.05249913161,0.4558329475,1.133682191,0.4932910828,0.4277176602,-0.4286347577,-0.1000882479,1.313584161,0.3031447039,905.3846154,803.4432234,788.1318681,836.0805861,-0.03139593108,1110.07326,1.053345,0.261414,0.689819,-24.322052,45.817871,-16.516266,1,1,1,1,1,10,
2021-07-30 14:40:16,1.74813749,0.9446222708,1.672496369,0.9460599997,1.327829032,0.6112595948,0.2280464271,0.8770368251,0.3905806284,0.5267308689,0.5614811616,0.2171248257,1.43191776,0.9707442842,0.7953170078,0.4361483247,-0.1593826214,0.6193184145,1.150643485,0.5116819007,0.4277176602,-0.3902953216,0.0483939321,1.442362953,0.3820448059,901.7582418,817.5457875,803.4432234,803.8461538,-0.02174026206,778.8644689,0.188477,0.006592,0.912415,-0.261688,-5.473022,-42.834625,1,1,1,1,1,5,
2021-07-30 14:40:17,1.74813749,1.152932796,1.853441074,1.207199807,1.490427792,0.6112595948,0.5082043434,1.199487657,1.154788311,0.8684349765,0.5614811616,0.2932958709,0.9647642127,0.6380196978,0.6143902357,0.4361483247,-0.03264091212,0.2350908323,0.863377839,0.375494021,0.4277176602,-0.4880684954,-0.506695138,0.6489385501,0.02047314421,807.0695971,799.8168498,888.4615385,828.021978,0.08690288961,817.9487179,0.185303,0.094666,0.969482,3.476715,-18.84903,-48.158112,1,1,1,1,1,5,
2021-07-30 14:40:18,1.74813749,1.095261701,1.762798386,1.207199807,1.453349346,0.6112595948,0.5549411226,1.182657864,1.154788311,0.8759117229,0.5614811616,0.5168382789,0.9647642127,0.6380196978,0.6702758377,0.4361483247,-0.05741578684,0.2841307794,0.863377839,0.3815602891,0.4277176602,-0.3756420006,-0.5902880465,0.6489385501,0.02768154076,759.9267399,802.6373626,773.2234432,764.7619048,0.03534153904,819.96337,0.195618,0.389893,0.959351,2.736511,-0.852356,6.975861,1,1,1,1,1,5,
2021-07-30 14:40:19,1.74813749,1.278477421,1.671929488,1.207199807,1.476436051,0.6112595948,0.5393437127,1.065169476,1.154788311,0.8426402734,0.5614811616,0.5668190669,0.7937356507,0.6380196978,0.6400138942,0.4361483247,0.09350472112,0.3695799368,0.863377839,0.4406527054,0.4277176602,-0.281084951,-0.1766377702,0.6489385501,0.1547333723,798.2051282,793.7728938,795.3846154,783.6996337,0.04963236502,705.1282051,-0.119324,0.415466,0.937317,8.792725,0.800018,-14.205933,1,1,1,1,1,5,
2021-07-30 14:40:20,1.74813749,1.339417233,1.18909801,1.207199807,1.370963135,0.6112595948,0.690101366,1.106544513,1.154788311,0.8906734461,0.5614811616,0.7746374686,0.8164994462,0.6380196978,0.6976594435,0.4361483247,0.1213633606,0.4364555142,0.863377839,0.4643362596,0.4277176602,-0.2974817906,0.2214897162,0.6489385501,0.250166034,785.3113553,808.6813187,837.2893773,730.9157509,0.03147473436,772.014652,-0.104065,0.158264,0.978699,5.390778,21.159363,-6.20575,1,2,1,1,2,5,
2021-07-30 14:40:21,1.74813749,1.189860503,1.533301923,1.207199807,1.419624931,0.6112595948,0.3466454408,0.8934567048,1.154788311,0.7515375127,0.5614811616,0.7430229791,1.145706397,0.6380196978,0.7720575588,0.4361483247,0.1388425078,0.5561062086,0.863377839,0.49861872,0.4277176602,-0.2171367934,0.3979554206,0.6489385501,0.3143687093,864.2857143,814.3223443,783.6996337,809.8901099,0.1087750783,1023.040293,-0.089111,0.19458,1.034119,-2.66922,-2.706604,5.495453,1,2,1,1,2,5,
2021-07-30 14:40:22,1.74813749,1.096989915,1.607360139,1.207199807,1.414921838,0.6112595948,0.362493195,1.263651649,1.154788311,0.8480481873,0.5614811616,0.6944281427,1.162497596,0.6380196978,0.7641066496,0.4361483247,0.2287001733,0.8804204219,0.863377839,0.6021616897,0.4277176602,-0.2857046036,0.7189899329,0.6489385501,0.3774853849,765.970696,799.010989,800.6227106,790.952381,0.1051586909,786.1172161,-0.187439,0.221252,0.947144,13.144226,11.200256,-10.594635,1,2,1,1,2,5,
2021-07-30 14:40:23,1.74813749,1.861767313,1.288968254,1.207199807,1.526518216,0.6112595948,1.133556767,1.159008769,1.154788311,1.01465336,0.5614811616,1.388871304,1.471351317,0.6380196978,1.01493087,0.4361483247,0.6381201391,0.4802940033,0.863377839,0.6044850765,0.4277176602,0.0483886376,0.228791763,0.6489385501,0.3384591527,785.7142857,786.9230769,823.1868132,823.5897436,0.08031014585,875.5677656,-0.246216,0.248352,0.92804,6.452484,4.306641,1.629944,1,2,1,1,2,5,
2021-07-30 14:40:24,1.74813749,2.126643431,1.663606993,1.207199807,1.68639693,0.6112595948,1.297294045,0.9916573804,1.154788311,1.013749833,0.5614811616,1.652889338,0.7963976862,0.6380196978,0.9121969709,0.4361483247,0.8727938663,0.1464068234,0.863377839,0.5796817133,0.4277176602,0.3259607766,-0.002687604489,0.6489385501,0.3499823456,760.3296703,801.8315018,812.3076923,807.8754579,0.03981161844,788.5347985,-0.03772,0.217346,1.026123,-17.338715,-2.078552,48.599243,1,2,1,1,2,5,
2021-07-30 14:40:25,1.74813749,1.987934916,1.656228336,1.407186254,1.699871749,0.6112595948,1.133014486,0.9769330963,1.270678256,0.9979713582,0.5614811616,1.650785978,0.7963976862,1.064530315,1.018298785,0.4361483247,0.7685582711,0.2114539796,0.9834742263,0.5999087004,0.4277176602,0.2640600916,0.08945593694,0.9307071158,0.4279852011,772.4175824,803.4432234,786.5201465,761.5384615,0.02019239349,786.9230769,-0.072815,0.176086,0.97229,3.446808,-25.196838,-9.08432,1,2,1,1,2,5,
2021-07-30 14:40:26,1.74813749,2.800257675,2.809287251,3.26231461,2.654999256,0.6112595948,1.862808372,1.870064082,2.421118637,1.691312672,0.5614811616,2.321030387,2.317674883,2.574659791,1.943711555,0.4361483247,1.412634442,1.367846671,1.921215884,1.28446133,0.4277176602,0.8451770803,0.8117411685,1.405558158,0.8725485167,755.0915751,758.7179487,805.0549451,767.5824176,0.0483197161,791.7582418,0.003357,0.070007,1.085083,-8.209534,-14.534912,0.882263,1,1,1,1,1,5,
2021-07-30 14:40:27,1.74813749,1.913622759,2.026189903,2.543768419,2.057929643,0.6112595948,1.121119695,1.214482558,1.807115204,1.188494263,0.5614811616,1.581043358,1.558890347,2.046092622,1.436876872,0.4361483247,0.7733888787,0.6864578827,1.398291679,0.8235716912,0.4277176602,0.3333813553,0.2738101181,1.069772691,0.5261704561,729.7069597,805.8608059,779.2673993,728.0952381,0.08476179459,606.8131868,0.050354,0.263428,0.985291,10.3479,8.703003,-15.267639,1,1,1,1,1,5,
